t_s,dt_s,sample,mode,event,strategy,delay_ms,jitter_ms,delay_steps,jitter_offset,effective_depth,theta_w_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,voltage_cmd_V,theta_integral,delay_blend,Rf_active,kf_theta,kf_theta_dot,kf_alpha,kf_alpha_dot
0.050000,0.050000,1,HOME,,sp,5,5,1,0,0,-0.487806,0.000000,3.129321,0.000000,3.000000,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.055471,0.005471,2,HOME,,sp,5,5,1,0,0,-0.487806,0.000000,3.129321,0.000000,3.000000,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.061037,0.005566,3,HOME,,sp,5,5,1,0,0,-0.484738,0.082673,3.132389,0.082673,3.000000,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.067924,0.006887,4,HOME,,sp,5,5,1,0,0,-0.478602,0.203914,3.138525,0.203914,3.000000,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.072441,0.004517,5,HOME,,sp,5,5,1,0,0,-0.469398,0.478987,-3.135457,-208.184947,3.000000,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.078051,0.005610,6,HOME,,sp,5,5,1,0,0,-0.457126,0.735278,-3.120117,-176.547031,3.000000,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.084922,0.006871,7,HOME,,sp,5,5,1,0,0,-0.438719,1.026823,-3.101709,-149.663140,3.000000,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.089429,0.004507,8,HOME,,sp,5,5,1,0,0,-0.420311,1.485505,-3.083301,-126.600964,2.916835,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.095053,0.005624,9,HOME,,sp,5,5,1,0,0,-0.395767,1.917310,-3.058758,-106.956189,2.590943,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.102017,0.006965,10,HOME,,sp,5,5,1,0,0,-0.368155,2.224368,-3.031146,-90.318105,2.277933,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.106501,0.004483,11,HOME,,sp,5,5,1,0,0,-0.340544,2.814575,-3.006602,-75.949178,1.879977,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.112089,0.005588,12,HOME,,sp,5,5,1,0,0,-0.309864,3.215933,-2.975923,-63.733258,1.514133,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.118926,0.006837,13,HOME,,sp,5,5,1,0,0,-0.282252,3.339314,-2.951379,-53.634806,1.256225,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.123678,0.004752,14,HOME,,sp,5,5,1,0,0,-0.260777,3.516300,-2.929903,-44.911702,1.031324,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
0.129231,0.005553,15,HOME,,sp,5,5,1,0,0,-0.236233,3.651805,-2.911496,-37.677734,0.794323,0.000000,0.000000,0.000004627,-0.487806,0.000000,3.129321,0.000000
