t_s,dt_s,sample,mode,event,strategy,delay_ms,jitter_ms,delay_steps,jitter_offset,effective_depth,theta_w_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,voltage_cmd_V,theta_integral,delay_blend,Rf_active,kf_theta,kf_theta_dot,kf_alpha,kf_alpha_dot
0.050000,0.050000,1,HOME,,kf,10,0,2,0,0,-0.500078,0.000000,3.123185,0.000000,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.054447,0.004447,2,HOME,,kf,10,0,2,0,0,-0.500078,0.000000,3.123185,0.000000,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.060020,0.005573,3,HOME,,kf,10,0,2,0,0,-0.497010,0.082578,3.126253,0.082578,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.066890,0.006870,4,HOME,,kf,10,0,2,0,0,-0.490874,0.204163,3.132389,0.204163,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.071389,0.004499,5,HOME,,kf,10,0,2,0,0,-0.484738,0.378100,3.141593,0.480381,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.077019,0.005630,6,HOME,,kf,10,0,2,0,0,-0.469398,0.730095,-3.126253,-166.590531,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.083894,0.006875,7,HOME,,kf,10,0,2,0,0,-0.450990,1.022196,-3.107845,-141.200336,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.088389,0.004495,8,HOME,,kf,10,0,2,0,0,-0.435651,1.380727,-3.089437,-119.406053,3.000000,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.094014,0.005625,9,HOME,,kf,10,0,2,0,0,-0.408039,1.909950,-3.064894,-100.840628,2.691326,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.100895,0.006881,10,HOME,,kf,10,0,2,0,0,-0.380427,2.225365,-3.037282,-85.112626,2.375808,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.105391,0.004496,11,HOME,,kf,10,0,2,0,0,-0.352816,2.812781,-3.009670,-71.424512,1.978690,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.111047,0.005655,12,HOME,,kf,10,0,2,0,0,-0.322136,3.204610,-2.978991,-59.897089,1.615705,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.117889,0.006843,13,HOME,,kf,10,0,2,0,0,-0.285320,3.530951,-2.945243,-50.172745,1.223278,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.122505,0.004616,14,HOME,,kf,10,0,2,0,0,-0.257709,3.898581,-2.917631,-41.749562,0.892096,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.128072,0.005567,15,HOME,,kf,10,0,2,0,0,-0.220893,4.305792,-2.883884,-34.577795,0.475408,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.134891,0.006819,16,HOME,,kf,10,0,2,0,0,-0.187146,4.402309,-2.853204,-28.716230,0.176473,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.139390,0.004499,17,HOME,,kf,10,0,2,0,0,-0.159534,4.662554,-2.828661,-23.590492,-0.122494,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.145014,0.005624,18,HOME,,kf,10,0,2,0,0,-0.125786,4.863274,-2.801049,-19.315470,-0.452691,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.151889,0.006876,19,HOME,,kf,10,0,2,0,0,-0.095107,4.803091,-2.776505,-15.882703,-0.680073,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.156395,0.004506,20,HOME,,kf,10,0,2,0,0,-0.073631,4.797534,-2.761165,-12.989650,-0.850211,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.162049,0.005654,21,HOME,,kf,10,0,2,0,0,-0.046019,4.810498,-2.742758,-10.552807,-1.074994,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.168915,0.006866,22,HOME,,kf,10,0,2,0,0,-0.021476,4.625100,-2.730486,-8.701797,-1.215724,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.173396,0.004481,23,HOME,,kf,10,0,2,0,0,-0.006136,4.444862,-2.721282,-7.088412,-1.284371,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.179012,0.005616,24,HOME,,kf,10,0,2,0,0,0.015340,4.351706,-2.715146,-5.861272,-1.428230,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.184648,0.005636,25,HOME,,kf,10,0,2,0,0,0.027612,4.025564,-2.715146,-4.982081,-1.428563,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.191518,0.006869,26,HOME,,kf,10,0,2,0,0,0.042951,3.756688,-2.718214,-4.301761,-1.470618,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.197137,0.005620,27,HOME,,kf,10,0,2,0,0,0.052155,3.438854,-2.724350,-3.820276,-1.448899,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.202763,0.005625,28,HOME,,kf,10,0,2,0,0,0.058291,3.086642,-2.736622,-3.574466,-1.392323,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.208394,0.005631,29,HOME,,kf,10,0,2,0,0,0.061359,2.705368,-2.751962,-3.446907,-1.302484,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.214011,0.005617,30,HOME,,kf,10,0,2,0,0,0.064427,2.381496,-2.773437,-3.503408,-1.229866,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.220895,0.006885,31,HOME,,kf,10,0,2,0,0,0.061359,1.957429,-2.804117,-3.646323,-1.078103,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.225388,0.004493,32,HOME,,kf,10,0,2,0,0,0.058291,1.561382,-2.828661,-3.918836,-0.934745,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.231031,0.005643,33,HOME,,kf,10,0,2,0,0,0.049087,1.082533,-2.862408,-4.228031,-0.717459,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.237889,0.006858,34,HOME,,kf,10,0,2,0,0,0.039884,0.718841,-2.899224,-4.399076,-0.534720,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.242388,0.004499,35,HOME,,kf,10,0,2,0,0,0.027612,0.201863,-2.936039,-4.966670,-0.281452,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.248010,0.005622,36,HOME,,kf,10,0,2,0,0,0.015340,-0.155839,-2.978991,-5.367647,-0.075967,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.254890,0.006880,37,HOME,,kf,10,0,2,0,0,-0.003068,-0.533823,-3.025010,-5.565900,0.184691,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.259386,0.004497,38,HOME,,kf,10,0,2,0,0,-0.018408,-0.965456,-3.064894,-6.061451,0.436899,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.265014,0.005628,39,HOME,,kf,10,0,2,0,0,-0.033748,-1.229487,-3.113981,-6.460553,0.638827,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.271892,0.006878,40,HOME,,kf,10,0,2,0,0,-0.055223,-1.513434,3.120117,130.469680,0.895817,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.276387,0.004495,41,HOME,,kf,10,0,2,0,0,-0.067495,-1.695903,3.077165,109.466036,1.048732,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.282011,0.005624,42,HOME,,kf,10,0,2,0,0,-0.085903,-1.932487,3.031146,91.818706,1.266969,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.288889,0.006878,43,HOME,,kf,10,0,2,0,0,-0.101243,-1.977172,2.985127,77.042227,1.403093,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.293386,0.004497,44,HOME,,kf,10,0,2,0,0,-0.110447,-1.987563,2.948311,64.258025,1.479842,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.299015,0.005628,45,HOME,,kf,10,0,2,0,0,-0.119651,-1.934716,2.908428,53.556410,1.537619,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.305887,0.006872,46,HOME,,kf,10,0,2,0,0,-0.128854,-1.845407,2.874680,44.786319,1.584457,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.310391,0.004504,47,HOME,,kf,10,0,2,0,0,-0.131922,-1.670768,2.847068,37.148823,1.556609,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.316011,0.005620,48,HOME,,kf,10,0,2,0,0,-0.131922,-1.420153,2.819457,30.839499,1.481425,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.322887,0.006877,49,HOME,,kf,10,0,2,0,0,-0.131922,-1.207130,2.794913,25.678197,1.417518,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.327389,0.004501,50,HOME,,kf,10,0,2,0,0,-0.128854,-0.923823,2.779573,21.315282,1.307982,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.333013,0.005624,51,HOME,,kf,10,0,2,0,0,-0.122718,-0.621596,2.761165,17.627029,1.168227,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.339890,0.006878,52,HOME,,kf,10,0,2,0,0,-0.116583,-0.394534,2.748894,14.715329,1.051020,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.344387,0.004496,53,HOME,,kf,10,0,2,0,0,-0.107379,-0.028309,2.742758,12.303333,0.867522,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.350018,0.005631,54,HOME,,kf,10,0,2,0,0,-0.095107,0.302833,2.736622,10.294385,0.670005,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.356891,0.006874,55,HOME,,kf,10,0,2,0,0,-0.079767,0.592153,2.733554,8.683278,0.460490,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.361385,0.004493,56,HOME,,kf,10,0,2,0,0,-0.067495,0.912994,2.733554,7.380787,0.266063,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.367072,0.005687,57,HOME,,kf,10,0,2,0,0,-0.052155,1.180656,2.733554,6.273669,0.063046,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.373890,0.006818,58,HOME,,kf,10,0,2,0,0,-0.033748,1.408529,2.739690,5.467609,-0.152578,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.378390,0.004500,59,HOME,,kf,10,0,2,0,0,-0.018408,1.708619,2.745826,4.852015,-0.365323,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.384010,0.005621,60,HOME,,kf,10,0,2,0,0,0.000000,1.943573,2.755029,4.369836,-0.583072,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.390891,0.006881,61,HOME,,kf,10,0,2,0,0,0.018408,2.053339,2.767301,3.981896,-0.763264,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.395386,0.004495,62,HOME,,kf,10,0,2,0,0,0.036816,2.359549,2.776505,3.691717,-1.002389,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.401014,0.005628,63,HOME,,kf,10,0,2,0,0,0.055223,2.496255,2.791845,3.546824,-1.190663,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.407902,0.006888,64,HOME,,kf,10,0,2,0,0,0.073631,2.522661,2.804117,3.282030,-1.345847,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.412389,0.004487,65,HOME,,kf,10,0,2,0,0,0.088971,2.657067,2.819457,3.302531,-1.508887,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.418013,0.005623,66,HOME,,kf,10,0,2,0,0,0.107379,2.749526,2.834796,3.216334,-1.683887,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.424892,0.006880,67,HOME,,kf,10,0,2,0,0,0.125786,2.738448,2.850136,3.068343,-1.827826,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.429394,0.004502,68,HOME,,kf,10,0,2,0,0,0.138058,2.736577,2.862408,3.016988,-1.925439,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.435016,0.005622,69,HOME,,kf,10,0,2,0,0,0.150330,2.653540,2.877748,2.973751,-1.998703,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.441888,0.006872,70,HOME,,kf,10,0,2,0,0,0.162602,2.523382,2.890020,2.795562,-2.057830,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.446394,0.004507,71,HOME,,kf,10,0,2,0,0,0.168738,2.349103,2.899224,2.682570,-2.054634,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.452012,0.005617,72,HOME,,kf,10,0,2,0,0,0.177942,2.242512,2.911496,2.607883,-2.096288,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.458889,0.006878,73,HOME,,kf,10,0,2,0,0,0.181010,1.973047,2.920699,2.417437,-2.039992,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.463392,0.004503,74,HOME,,kf,10,0,2,0,0,0.184078,1.779296,2.926835,2.259234,-2.006410,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.469013,0.005621,75,HOME,,kf,10,0,2,0,0,0.184078,1.512402,2.932971,2.084083,-1.926342,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.475889,0.006876,76,HOME,,kf,10,0,2,0,0,0.181010,1.218615,2.936039,1.838397,-1.813662,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.480388,0.004499,77,HOME,,kf,10,0,2,0,0,0.177942,0.933532,2.939107,1.664929,-1.703594,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.486015,0.005627,78,HOME,,kf,10,0,2,0,0,0.168738,0.548171,2.939107,1.415189,-1.514355,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.492889,0.006874,79,HOME,,kf,10,0,2,0,0,0.162602,0.332046,2.939107,1.202911,-1.400429,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.497394,0.004505,80,HOME,,kf,10,0,2,0,0,0.153398,-0.024217,2.939107,1.022474,-1.219920,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.503012,0.005618,81,HOME,,kf,10,0,2,0,0,0.141126,-0.348268,2.936039,0.787182,-1.024529,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.509885,0.006873,82,HOME,,kf,10,0,2,0,0,0.125786,-0.630806,2.932971,0.602149,-0.817050,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.514389,0.004504,83,HOME,,kf,10,0,2,0,0,0.116583,-0.842722,2.932971,0.511827,-0.679844,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.520010,0.005621,84,HOME,,kf,10,0,2,0,0,0.101243,-1.125664,2.929903,0.353183,-0.472243,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.526887,0.006877,85,HOME,,kf,10,0,2,0,0,0.085903,-1.291385,2.926835,0.233291,-0.299808,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.531413,0.004526,86,HOME,,kf,10,0,2,0,0,0.073631,-1.504404,2.926835,0.198298,-0.137727,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.537013,0.005600,87,HOME,,kf,10,0,2,0,0,0.058291,-1.689608,2.926835,0.168553,0.040552,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.543888,0.006875,88,HOME,,kf,10,0,2,0,0,0.042951,-1.770869,2.926835,0.143270,0.187649,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.548386,0.004499,89,HOME,,kf,10,0,2,0,0,0.033748,-1.812135,2.929903,0.224078,0.273660,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.554012,0.005626,90,HOME,,kf,10,0,2,0,0,0.018408,-1.949335,2.932971,0.272270,0.437538,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.560889,0.006877,91,HOME,,kf,10,0,2,0,0,0.006136,-1.924599,2.939107,0.365262,0.528292,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.565556,0.004667,92,HOME,,kf,10,0,2,0,0,-0.003068,-1.931722,2.942175,0.409077,0.604060,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.571143,0.005587,93,HOME,,kf,10,0,2,0,0,-0.015340,-1.971431,2.951379,0.594816,0.714148,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.576763,0.005620,94,HOME,,kf,10,0,2,0,0,-0.021476,-1.839484,2.960583,0.751244,0.723651,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.582391,0.005627,95,HOME,,kf,10,0,2,0,0,-0.030680,-1.808898,2.972855,0.965674,0.788106,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.588014,0.005623,96,HOME,,kf,10,0,2,0,0,-0.036816,-1.701247,2.985127,1.148191,0.804898,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.594887,0.006874,97,HOME,,kf,10,0,2,0,0,-0.042951,-1.579959,3.003534,1.377659,0.817599,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.599388,0.004500,98,HOME,,kf,10,0,2,0,0,-0.046019,-1.445221,3.015806,1.580034,0.801722,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.605015,0.005627,99,HOME,,kf,10,0,2,0,0,-0.052155,-1.392010,3.037282,1.915530,0.834846,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.611893,0.006878,100,HOME,,kf,10,0,2,0,0,-0.052155,-1.183208,3.058758,2.096564,0.772205,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.616486,0.004593,101,HOME,,kf,10,0,2,0,0,-0.052155,-1.005727,3.077165,2.383238,0.718961,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.623450,0.006964,102,HOME,,kf,10,0,2,0,0,-0.052155,-0.854868,3.104777,2.620458,0.673703,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
0.629020,0.005570,103,HOME,,kf,10,0,2,0,0,-0.052155,-0.726638,3.129321,2.888338,0.635234,0.000000,0.000000,0.000004627,-0.500078,0.000000,3.123185,0.000000
