t_s,dt_s,sample,mode,event,strategy,delay_ms,jitter_ms,delay_steps,jitter_offset,effective_depth,theta_w_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,voltage_cmd_V,theta_integral,delay_blend,Rf_active,kf_theta,kf_theta_dot,kf_alpha,kf_alpha_dot
0.050000,0.050000,1,HOME,,sp,10,0,2,0,0,-0.205553,0.000000,3.138525,0.000000,1.644427,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.056837,0.006837,2,HOME,,sp,10,0,2,0,0,-0.205553,0.000000,3.138525,0.000000,1.644427,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.062425,0.005588,3,HOME,,sp,10,0,2,0,0,-0.205553,0.000000,3.138525,0.000000,1.644427,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.068036,0.005611,4,HOME,,sp,10,0,2,0,0,-0.202485,0.082018,3.141593,0.082018,1.595278,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.074913,0.006877,5,HOME,,sp,10,0,2,0,0,-0.196350,0.203558,-3.135457,-136.851548,1.509729,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.079415,0.004503,6,HOME,,sp,10,0,2,0,0,-0.190214,0.377432,-3.129321,-116.119408,1.408479,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.085034,0.005619,7,HOME,,sp,10,0,2,0,0,-0.181010,0.566519,-3.120117,-98.455795,1.278122,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.091915,0.006881,8,HOME,,sp,10,0,2,0,0,-0.171806,0.682172,-3.110913,-83.486795,1.169795,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.096414,0.004499,9,HOME,,sp,10,0,2,0,0,-0.162602,0.886741,-3.101709,-70.656881,1.034793,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.102036,0.005622,10,HOME,,sp,10,0,2,0,0,-0.147262,1.163029,-3.086369,-59.649050,0.829189,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.108913,0.006877,11,HOME,,sp,10,0,2,0,0,-0.134990,1.256244,-3.074097,-50.434023,0.703049,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.113420,0.004507,12,HOME,,sp,10,0,2,0,0,-0.122718,1.476197,-3.061826,-42.460530,0.538889,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.119106,0.005685,13,HOME,,sp,10,0,2,0,0,-0.104311,1.740423,-3.049554,-35.767680,0.312359,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.125916,0.006811,14,HOME,,sp,10,0,2,0,0,-0.088971,1.817209,-3.034214,-30.064679,0.166604,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.130416,0.004499,15,HOME,,sp,10,0,2,0,0,-0.076699,1.953745,-3.025010,-25.248139,0.027469,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.136039,0.005624,16,HOME,,sp,10,0,2,0,0,-0.064427,1.988007,-3.012738,-21.133594,-0.080985,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.142929,0.006890,17,HOME,,sp,10,0,2,0,0,-0.049087,2.023783,-3.003534,-17.763168,-0.214436,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
0.147422,0.004493,18,HOME,,sp,10,0,2,0,0,-0.039884,2.027499,-2.994330,-14.791411,-0.289182,0.000000,0.000000,0.000004627,-0.205553,0.000000,3.138525,0.000000
