t_s,dt_s,sample,mode,event,strategy,delay_ms,jitter_ms,delay_steps,jitter_offset,effective_depth,theta_w_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,voltage_cmd_V,theta_integral,delay_blend,Rf_active,kf_theta,kf_theta_dot,kf_alpha,kf_alpha_dot
0.050000,0.050000,1,HOME,,kf,15,5,3,0,0,-0.061359,0.000000,-3.117049,0.000000,0.490874,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.055772,0.005772,2,HOME,,kf,15,5,3,0,0,-0.064427,-0.079726,-3.120117,-0.079726,0.539335,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.060218,0.004446,3,HOME,,kf,15,5,3,0,0,-0.064427,-0.067767,-3.123185,-0.171268,0.535748,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.065838,0.005620,4,HOME,,kf,15,5,3,0,0,-0.067495,-0.139488,-3.123185,-0.145578,0.581808,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.072721,0.006882,5,HOME,,kf,15,5,3,0,0,-0.070563,-0.185431,-3.123185,-0.123741,0.620134,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.077213,0.004493,6,HOME,,kf,15,5,3,0,0,-0.070563,-0.157617,-3.123185,-0.105180,0.611790,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.082839,0.005626,7,HOME,,kf,15,5,3,0,0,-0.070563,-0.133974,-3.123185,-0.089403,0.604697,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.089717,0.006877,8,HOME,,kf,15,5,3,0,0,-0.070563,-0.113878,-3.123185,-0.075993,0.598668,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.094214,0.004497,9,HOME,,kf,15,5,3,0,0,-0.070563,-0.096796,-3.123185,-0.064594,0.593544,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.099838,0.005624,10,HOME,,kf,15,5,3,0,0,-0.070563,-0.082277,-3.120117,0.026918,0.589188,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.106034,0.006195,11,HOME,,kf,15,5,3,0,0,-0.067495,0.004346,-3.117049,0.097161,0.538658,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.113633,0.007599,12,HOME,,kf,15,5,3,0,0,-0.064427,0.064253,-3.110913,0.203706,0.496142,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
0.120010,0.006378,13,HOME,,kf,15,5,3,0,0,-0.061359,0.126774,-3.107845,0.245308,0.452842,0.000000,0.000000,0.000004627,-0.061359,0.000000,-3.117049,0.000000
